,Name,Rating,Reviews,Salary,Interviews,Jobs,Benefits
4456,Patel Infrastructure,4.0,482,2k,23,8,72
4457,Geojit Financial Services,3.7,454,2k,25,5,50
4458,Principal Global Services,4.2,512,4.6k,53,2,100
4459,Adidas,4.0,510,3.1k,63,321,62
4460,Fiat India Automobiles,3.6,490,2.2k,32,--,65
4461,Future Lifestyle Fashion,4.2,478,2.1k,9,--,83
4462,Saudi Aramco,4.6,476,1.6k,47,--,82
4463,PrimEra Medical Technologies,3.9,507,2.9k,51,21,47
4464,Greenply,4.0,500,2.2k,30,1,49
4465,Times Group,3.9,491,4.6k,22,11,78
4466,Qualitest,3.6,535,6k,64,23,38
4467,Cloudnine Hospital,4.0,513,2.2k,28,--,85
4468,Smollan Group,4.3,507,1.4k,30,9,41
4469,Tata Power Delhi Distribution,3.9,495,2.5k,25,1,65
4470,Karvy Data Management Services,3.8,491,2.5k,14,--,129
4471,Ebix Software India,3.2,491,4.8k,24,33,76
4472,Ge India Industrial,4.3,471,1.5k,14,--,5
4473,ShareChat,3.6,538,2.4k,65,8,50
4474,Luxoft,3.9,529,3.9k,95,60,121
4475,Indostar Capital Finance,4.5,508,1.6k,20,--,33
4476,Dhani Healthcare,3.6,504,2.2k,57,--,57
4477,BankBazaar,3.4,498,3.1k,39,35,65
4478,Courtyard by Marriott,4.2,474,1.3k,14,--,90
4479,Kothari Agritech,4.7,499,588,40,14,12
4480,Henry Harvin Education,4.4,552,641,9,35,80
4481,TIAA Global Business Services,4.0,529,5.1k,43,15,129
4482,Apollo Munich Health Insurance,4.0,465,1.7k,8,--,62
4483,Poly Medicure,3.7,502,2.4k,43,11,51
4484,Medreich,3.8,501,2.5k,41,4,75
4485,Quatrro,3.5,500,2.1k,30,24,88
4486,Shivam Autotech,3.8,497,2.4k,27,--,49
4487,Apar Industries,4.1,507,2.9k,29,2,49
4488,Hilton,4.4,484,1.6k,14,146,69
4489,Aisin Automotive Haryana,4.2,483,2.1k,24,--,85
4490,General Motors,4.5,473,2.5k,25,--,93
4491,Apex Group,2.8,633,4.7k,105,8,32
4492,Freshworks,3.7,559,5.2k,123,--,60
4493,Echobooom Management & Entrepreneurial Solutions,3.9,529,371,66,46,209
4494,Action Construction Equipment,3.8,507,2.5k,49,2,43
4495,Sona Comstar,4.3,504,2.8k,45,4,70
4496,Poorvika Mobiles,4.7,534,1.3k,24,6,36
4497,Siemens Energy,4.2,528,3.8k,59,68,70
4498,Rackspace,3.9,524,3.8k,63,40,59
4499,Rane Engine Valve Limited,4.0,466,1.9k,20,--,63
4500,CIEL HR,4.1,543,2.4k,41,34,59
4501,Alshaya Group,4.0,513,2.3k,37,5,88
4502,ALLEN Career Institute,4.1,546,2.9k,42,--,44
4503,Thermo Fisher Scientific,3.9,550,4.4k,44,5,63
4504,Teamware Solutions,4.3,539,2.9k,32,5,42
4505,Wuerth,3.8,521,2.1k,32,3,76
4506,Lionbridge Technologies,3.7,502,3.7k,29,4,64
4507,MAS Financial Services,3.6,500,1.8k,30,24,40
4508,Steel Authority Of India,4.2,495,2.1k,33,--,61
4509,Ask Automotive,4.3,493,2.6k,23,--,51
4510,Electrotherm,4.2,484,2.8k,24,--,60
4511,Mindarika,3.9,482,2.1k,28,--,59
4512,Tavant Technologies,3.9,527,5.8k,59,13,93
4513,IBS Software Services,3.9,512,5.5k,77,28,78
4514,Ramky Infrastructure,4.2,483,1.7k,35,--,65
4515,OMICS International,2.5,482,2.5k,21,--,63
4516,NRB Bearings,4.2,500,2.1k,31,3,68
4517,Wapcos,3.6,515,2.1k,28,--,39
4518,Navitasys India,4.0,530,2.2k,36,--,62
4519,Turbo Energy,4.3,500,2k,20,--,79
4520,Mount Litera Zee School,4.0,504,1.6k,34,5,73
4521,EPL Limited,3.9,492,1.7k,18,--,74
4522,Encora,3.8,586,5.3k,62,31,49
4523,Vaco Binary Semantics,3.5,551,3.8k,55,17,83
4524,Lambda Therapeutic Research,4.6,524,1.3k,13,14,36
4525,Molex,3.9,509,3.2k,41,--,64
4526,Encore Capital Group,4.1,507,2.2k,28,--,87
4527,Diebold Nixdorf,3.9,504,3.5k,38,121,88
4528,Maveric Systems,3.6,547,6.6k,97,9,86
4529,Gayatri Projects,3.9,494,2.2k,36,10,80
4530,Welspun World,3.8,519,2.5k,38,6,93
4531,Hella,4.1,516,3.1k,28,69,83
4532,PeopleStrong,3.5,513,3.1k,44,35,45
4533,Guidehouse,4.0,513,3.4k,53,47,50
4534,Forever Living Products,4.3,543,1.3k,58,1,45
4535,Medicover Hospitals,3.9,531,2.6k,33,16,62
4536,K Raheja Corp,4.3,521,2.4k,34,17,72
4537,Vijaya Diagnostic Centre,4.0,511,1.7k,28,30,137
4538,BASF,4.4,502,2.3k,25,3,74
4539,GKN,4.0,475,2.3k,19,2,86
4540,Hapag-Lloyd,3.9,530,2.8k,21,9,77
4541,Micro Turners,3.9,520,2.3k,25,1,50
4542,United Spirits,4.0,489,1.8k,11,--,73
4543,Cigniti Technologies,3.8,546,6.3k,62,17,52
4544,Deepak Nitrite,3.9,515,2.9k,41,17,74
4545,Sl Lumax,3.4,508,2.4k,20,1,93
4546,Crompton Greaves Consumer Electricals,3.8,563,2.9k,26,13,7
4547,Lovely Professional University,3.5,541,1.9k,46,36,52
4548,Creambell,4.1,511,1.9k,23,2,75
4549,Progressive Infovision,4.2,532,937,18,--,75
4550,Atkins,4.0,529,6.1k,52,2,81
4551,MPS Limited,3.9,513,2.8k,17,27,49
4552,Amway India Enterprises,4.1,480,2.1k,15,1,86
4553,mPokket,4.2,588,890,52,13,16
4554,Experis IT,3.1,523,3.3k,36,15,37
4555,Mynd Solutions Private,3.7,506,3.1k,24,13,44
4556,Care Hospital,4.2,486,1.8k,22,12,71
4557,Jaro Education,2.6,541,2.1k,111,13,57
4558,Aequs,3.7,517,3k,25,13,51
4559,Bikanervala,4.1,514,2k,14,1,64
4560,National Informatics Centre,4.1,527,4k,32,--,24
4561,Sintex Industries,4.1,490,2.3k,19,5,56
4562,Marsh McLennan,4.0,558,5.9k,30,50,75
4563,Baroda Global Shared Services,4.0,571,2.3k,40,16,29
4564,McKinsey & Company,4.0,555,7.6k,239,1,74
4565,Sun Life Financial,4.3,542,3.9k,35,52,127
4566,Epicenter Technologies,3.6,525,2.3k,34,1,81
4567,Rentokil Pest Control,3.7,530,1.9k,25,41,74
4568,Parag Milk Foods,4.3,626,2.3k,39,8,57
4569,India Japan Lighting,4.3,514,2.3k,38,--,73
4570,Royal Caribbean International,4.4,512,803,15,--,64
4571,eTeam,3.2,564,3.2k,32,--,38
4572,Sutherland Healthcare Solutions,3.9,536,3.2k,34,--,54
4573,Titan Eye Plus,4.3,530,1.4k,25,--,59
4574,Raychem RPG,4.0,517,2.3k,21,1,99
4575,Omaxe,4.1,493,2.1k,28,3,54
4576,Trimax IT Infrastructure Services,3.4,473,1.5k,12,--,36
4577,ACTE,4.7,545,71,6,--,187
4578,Greenlam Industries,4.2,554,2.3k,32,--,52
4579,KaaShiv InfoTech Company,4.9,550,217,13,--,11
4580,MasterCard,4.1,585,7.5k,98,2,105
4581,Linde India,4.1,541,3.3k,40,--,90
4582,Somany Ceramics,4.3,540,2.4k,10,--,69
4583,JK Paper,4.0,533,2.4k,41,4,77
4584,Ag Industries,4.0,519,2.8k,34,--,59
4585,Microtek International,3.7,548,2.4k,32,9,59
4586,Csc E Governance Services,3.9,532,1.7k,26,4,42
4587,Ihg Group,4.0,530,2.8k,33,69,100
4588,Hitachi,4.0,551,3.9k,64,5,66
4589,Integra Software Services,3.9,556,2.6k,25,8,46
4590,Ienergizer BPO Services,4.1,553,1.5k,62,--,51
4591,Zetwerk Manufacturing Businesses,4.1,596,2.7k,65,1,59
4592,Epsilon,4.0,562,6.5k,65,12,99
4593,Vijay Sales,4.2,551,2.2k,36,10,60
4594,Thriveni Earthmovers,4.1,529,2.4k,38,--,91
4595,Petpooja,4.4,553,966,36,12,83
4596,Orient Electric,3.9,545,2.6k,33,34,52
4597,Jain Irrigation Systems,4.0,511,2.2k,17,1,52
4598,India Shelter Finance Corporation,4.0,536,2.1k,23,--,36
4599,Mott MacDonald,4.3,528,2.2k,35,7,50
4600,Magna International,4.0,560,4.1k,35,49,72
4601,Fortrea Development India Private Limited,4.0,574,4k,63,2,59
4602,Ukb Electronics,4.2,553,2k,38,5,106
4603,Ingram Micro,3.9,536,3.3k,22,32,68
4604,Bses Rajdhani Power,3.8,530,2.3k,28,1,63
4605,FIITJEE,3.3,572,2.2k,40,15,61
4606,Radical Minds,2.9,572,2.4k,50,8,37
4607,Tafe Motors & Tractors,4.0,555,2.3k,34,3,27
4608,Sunbeam Auto,3.7,552,2.7k,35,--,56
4609,ICON Plc,4.1,551,3k,54,69,64
4610,MagicBricks,3.2,565,3.9k,43,17,67
4611,Shyam Steel Industries,3.7,552,2.9k,38,8,54
4612,Bharti Infratel,4.3,513,1.6k,4,--,74
4613,uFaber,2.7,579,1.3k,42,1,58
4614,IVY Comptech,4.0,575,5.6k,83,--,102
4615,Innodata India Private Limited,3.2,543,1.9k,63,7,54
4616,HSBC Bank,4.1,543,3.5k,22,--,23
4617,KMV Projects,4.2,534,2.1k,16,3,86
4618,Unimoni,3.9,468,2.9k,13,2,26
4619,Ivrcl Infrastructures & Projects,4.3,447,981,4,14,79
4620,Target,4.2,579,4.7k,83,93,85
4621,Neeyamo Enterprise Solutions,3.6,566,3.9k,39,--,70
4622,Isuzu Motors,4.0,549,2.8k,32,1,97
4623,Toyo Engineering,4.0,543,3.3k,44,4,83
4624,Rane (Madras),4.0,539,2k,29,--,66
4625,Accolite,3.4,593,5.7k,167,149,121
4626,Nlb Services,4.0,585,3k,23,1,83
4627,KGISL,3.2,580,4.9k,60,67,124
4628,Xceedance,3.7,578,4.8k,80,13,79
4629,MALABAR GOLD AND DIAMONDS,4.1,745,2.6k,56,173,73
4630,Investors Clinic,3.8,587,1.7k,39,13,33
4631,Fleetguard Filters,4.2,551,2.3k,35,10,62
4632,VA Tech Wabag,4.0,544,2.7k,37,110,89
4633,Zuventus Healthcare,3.9,541,1.8k,33,70,62
4634,NSB Bpo Solutions,2.9,539,1.6k,27,1,40
4635,Ramco Systems,3.5,562,5.1k,34,15,67
4636,CMS Computers Limited (INDIA),3.9,537,3k,30,9,52
4637,SKH Metals,4.1,556,2.3k,40,9,64
4638,HIL,4.2,551,2.1k,39,4,69
4639,LifeCell International,3.5,547,2.5k,38,44,75
4640,Crowne Plaza,4.1,538,1.5k,21,--,114
4641,Caparo Engineering India,4.0,529,2.7k,23,--,66
4642,EMERSON PROCESS MANAGEMENT,4.0,561,4.1k,41,--,86
4643,India Cements,3.7,559,2.4k,44,--,63
4644,Biba Apparels,3.9,558,2.1k,35,--,65
4645,Naukri,4.0,622,2.6k,155,7,119
4646,PUMA,4.3,562,2.4k,39,61,85
4647,Ups Logistics,4.0,559,3.2k,47,117,84
4648,Skipper,3.8,553,2.5k,27,8,62
4649,Indo Autotech,3.8,536,2.5k,28,1,67
4650,Central Industrial Security Force,4.5,543,1.6k,14,--,81
4651,Hindustan Sanitaryware & Industries,4.1,507,2.5k,20,--,96
4652,DP World,4.0,593,3k,47,135,65
4653,Sharda Motor Industries,3.8,558,2.6k,35,13,89
4654,Religare,3.8,548,2.5k,21,25,31
4655,Redington,4.0,541,3k,24,1,68
4656,Integreon,3.4,542,3.6k,36,57,94
4657,JSW Group,4.1,571,3.6k,90,--,62
4658,Progressive Infotech,3.5,563,2.8k,31,20,70
4659,TDK India,3.9,547,2.3k,27,--,58
4660,Cogoport,2.9,600,1.8k,48,4,37
4661,Primus Global Technologies,4.1,582,2.6k,22,10,64
4662,Rodic Consultants,4.3,559,1.8k,27,--,71
4663,Chennai Radha Engineering Works,4.0,548,2.3k,18,5,99
4664,Pratap Technocrats,4.0,573,1.8k,18,--,39
4665,Hitachi Systems Micro Clinic,3.9,564,3.3k,23,3,73
4666,Tata Cummins,4.5,609,908,46,--,3
4667,Eris Lifesciences,3.8,585,2.1k,29,13,78
4668,MattsenKumar,3.6,581,2.5k,31,9,86
4669,CSM Technologies,4.5,579,1.6k,23,40,45
4670,Rico Auto Industries,3.8,570,3.1k,33,4,53
4671,Finolex Cables,3.9,560,2.4k,34,4,48
4672,Balkrishna Industries,4.1,565,2.8k,38,--,49
4673,Denave,3.7,564,2.6k,33,72,81
4674,Government of India,4.3,562,3.9k,47,--,84
4675,MG Motor,4.1,610,3.8k,52,9,73
4676,Astral Adhesives,4.1,578,1.9k,32,24,63
4677,Shaktiman Tirth Agro Technology,4.2,551,2.5k,37,--,92
4678,Rohan Builders,4.2,570,2k,35,17,64
4679,Wonder Cement,4.2,590,3k,41,32,61
4680,H&M,4.0,590,2.4k,57,27,76
4681,L&T Power,3.9,581,3.8k,26,--,108
4682,Amazon Web Services,4.0,620,5.1k,145,--,82
4683,Citigroup,3.7,613,8.7k,75,1,57
4684,Times Internet,3.6,596,5.5k,50,126,73
4685,Varthana,4.4,592,1.3k,31,2,61
4686,Ugam Solution,3.7,571,4.3k,42,5,102
4687,Baxter International,4.0,563,3.2k,34,1,94
4688,Flash Electronics,3.7,551,2.4k,26,--,69
4689,Lumen Technologies,4.0,568,4.7k,43,--,107
4690,Lea Associates South Asia,4.3,563,1.7k,19,--,83
4691,Telenor,4.5,528,690,6,--,109
4692,The Lalit,3.7,522,1.8k,17,10,83
4693,Re Sustainability Limited,4.0,592,2.6k,36,8,80
4694,Wipro Infrastructure Engineering,3.8,568,3.8k,51,--,91
4695,Nippon Life India Asset Management,4.7,567,1.4k,17,--,28
4696,IFFCO,4.1,562,1.8k,35,--,90
4697,Rallis India,4.2,588,2.4k,34,2,85
4698,Engineers India,4.3,569,3.2k,61,6,81
4699,HP India,4.2,606,3.1k,109,--,59
4700,Edubridge Learning,4.1,705,1.3k,32,5,180
4701,Bitwise Solutions,4.2,609,4.2k,36,17,134
4702,McDermott International,4.3,568,3.6k,44,138,79
4703,Carnival Cruise Lines,4.4,565,810,12,--,79
4704,Transsion,4.2,544,2.8k,28,5,74
4705,Indium Software,4.1,698,5k,93,134,67
4706,Bpo Convergence,3.6,593,1.8k,45,3,36
4707,Ashirvad Pipes,4.1,590,2.6k,41,20,93
4708,Advik Hi Tech,3.8,560,2.8k,37,11,69
4709,Medlife,3.7,530,3.3k,27,--,62
4710,Tata Hitachi Construction Machinery,4.1,590,2.8k,48,--,84
4711,Embibe,3.6,632,2.8k,56,9,97
4712,Simplilearn,3.2,612,4.5k,83,62,54
4713,Union Bank of India,4.1,594,2.6k,29,--,72
4714,Fractal Analytics,4.0,648,6.5k,145,6,113
4715,Silaris Informations,3.2,592,2.5k,36,7,54
4716,Swaraj Tractors,4.2,576,4.2k,33,--,121
4717,TCNS Clothing Company,4.0,576,1.7k,14,2,64
4718,Comviva Technology,3.3,603,5.4k,58,23,80
4719,Amazon Services,4.2,545,2.9k,30,--,10
4720,Dhani Services,3.5,551,2k,18,12,8
4721,Svatantra Microfin,4.2,635,1.6k,25,20,76
4722,Prism Johnson,4.0,619,3.7k,41,--,67
4723,First Advantage,3.9,599,6.5k,19,10,61
4724,Amphenol Interconnect,4.2,597,3k,25,14,80
4725,Kutumbh Care,3.9,585,1.7k,33,--,57
4726,Kurlon,4.3,581,2.3k,33,--,91
4727,IMPACT Infotech,3.6,588,2.5k,30,--,81
4728,Bridge & Roof Co,3.5,527,2.9k,23,--,101
4729,Salcomp Manufacturing,4.1,614,3.3k,52,2,77
4730,GirnarSoft,3.6,594,3.8k,30,12,100
4731,Veradigm,4.1,585,3.8k,38,34,6
4732,Steag Energy Services,4.2,569,2.7k,28,11,100
4733,NoBrokerHOOD,3.3,616,1.7k,49,--,218
4734,ICA Edu Skills,3.8,567,1.6k,30,35,62
4735,GE Healthcare,4.2,628,5.3k,59,--,105
4736,ACL Digital,3.6,623,5.7k,62,26,47
4737,Deccan Fine Chemicals,3.7,607,3.8k,57,1,68
4738,Jaya Hind Industries,3.7,577,2.4k,45,--,64
4739,Deepak Fertilisers and Petrochemicals,3.9,591,3k,30,19,84
4740,Mastek,3.6,651,6k,91,14,49
4741,Porter,4.2,647,2.4k,66,23,58
4742,Arohan Financial Services,4.0,621,2k,22,13,61
4743,Xebia,3.5,649,4.3k,59,40,239
4744,Ageas Federal Life Insurance,3.7,601,2.1k,36,23,70
4745,Quantiphi Analytics Solutions Private Limited,3.1,665,5.6k,134,58,66
4746,Volvo,4.1,604,4.8k,46,7,97
4747,The Akshaya Patra Foundation,4.7,782,1.9k,33,7,67
4748,Reliance Power,4.2,685,3.3k,36,4,70
4749,Eveready Industries,4.0,581,2.3k,30,--,87
4750,AuthBridge Research Services,3.7,634,3k,38,13,65
4751,Rungta Mines,4.1,634,3.2k,64,--,62
4752,Guardian India,4.1,624,4k,50,6,98
4753,BNP Paribas India Solutions,3.9,617,6.8k,54,--,118
4754,GlaxoSmithKline Consumer Healthcare,4.5,567,2.1k,23,--,86
4755,RAMTeCH Software Solutions,3.9,576,2.9k,28,8,59
4756,Amul Dairy,4.2,594,1.8k,51,--,39
4757,TÜV NORD,3.8,598,3.5k,58,--,67
4758,Globant,4.0,665,7.1k,129,56,105
4759,CRB Tech Solution,4.1,602,549,12,--,41
4760,OCS Group,4.0,602,2.5k,23,--,57
4761,Jabil Circuit India,4.0,626,3.2k,40,22,78
4762,Artech Infosystems,3.6,619,3.9k,52,1,76
4763,Tata Electronics,4.0,729,4k,113,--,72
4764,Temenos,3.3,656,7.6k,63,29,60
4765,Signify,3.6,633,3.8k,42,2,84
4766,Knight Frank,4.2,618,2.9k,38,5,80
4767,Merino Industries,3.8,619,3k,47,5,79
4768,Medusind Solutions,3.8,635,2.9k,25,29,103
4769,Genpact Headstrong Capital Markets,3.8,630,5.9k,89,--,110
4770,Schlumberger,4.1,623,4.9k,115,--,126
4771,OLX,3.8,619,3.7k,52,15,115
4772,Navayuga Engineering Company,4.1,590,2.2k,36,5,91
4773,Zepto,3.7,693,3k,85,189,33
4774,Tata Starbucks,4.3,614,1.7k,33,168,112
4775,ESL Steel,4.1,583,2.4k,28,--,96
4776,DAV Public School,4.1,579,1.4k,23,--,83
4777,Micromax Informatics,3.7,552,1.6k,21,--,97
4778,HomeLane,3.5,651,3.6k,76,3,66
4779,Adani Enterprises,3.8,635,3.9k,64,21,84
4780,Nityo Infotech,3.1,648,4.8k,38,166,48
4781,Quess IT Staffing Solutions,3.5,600,2k,28,8,9
4782,J B Chemicals And Pharmaceuticals,3.9,640,2.6k,42,--,87
4783,Athena BPO,3.3,642,2.5k,41,4,64
4784,NetCracker,3.0,673,7.8k,98,1,96
4785,Netscribes,2.9,663,3k,73,30,75
4786,Bayer,4.2,651,3.9k,41,--,133
4787,Royal Sundaram General Insurance,4.0,645,2.5k,19,1,65
4788,ICCS,3.3,647,2.5k,50,18,50
4789,Sanden Vikas,4.0,625,2.8k,37,--,78
4790,Karvy Stock Broking,3.7,606,2.8k,9,--,74
4791,Musashi Auto Parts,4.0,604,2.7k,22,--,76
4792,GAMMON INDIA,3.8,531,1.4k,28,--,74
4793,Aparajitha Corporate Services,4.0,614,2.5k,24,--,61
4794,DuPont,4.1,606,3.2k,35,--,92
4795,Hitachi Payment Services,3.8,641,2.8k,31,--,64
4796,Shilpa Medicare,3.5,630,3.7k,51,5,55
4797,Sandvik Asia,4.3,594,1.9k,28,--,99
4798,Collins Aerospace,4.1,657,6.3k,60,100,113
4799,Border Security Force,4.5,608,1.3k,13,--,85
4800,Acme Cleantech Solutions,4.0,575,2.4k,44,1,98
4801,Northern Trust,3.8,724,6.3k,68,2,10
4802,Salesforce,4.1,714,8.4k,219,138,121
4803,Galfar,4.1,605,1.8k,24,--,86
4804,Cult.fit,3.8,702,3.7k,60,32,90
4805,Innova Solutions,3.6,695,5.7k,64,79,27
4806,Lumina Datamatics,3.4,660,4.1k,45,4,53
4807,Mswipe Technologies,3.1,634,2.8k,28,13,56
4808,Velocis Systems,3.9,644,4.7k,47,14,56
4809,AtkinsRealis,4.2,597,1.5k,27,121,94
4810,Michelin,3.9,656,4.2k,45,28,114
4811,Snapdeal,4.0,609,3k,70,5,124
4812,Prochant,4.4,700,1.5k,37,46,113
4813,Citco,3.1,699,5.7k,104,87,57
4814,General Mills,4.2,653,4.2k,54,3,126
4815,Fareportal,3.3,652,3.9k,23,32,111
4816,City Union Bank,3.4,696,4.3k,61,8,61
4817,Lowe's,4.2,692,7.6k,91,2,139
4818,CNH Industrial,4.1,675,3.4k,42,--,91
4819,NBC Bearings,3.9,663,2.8k,68,4,51
4820,LEAD School,3.3,711,3k,79,14,80
4821,Astral Pipe,4.3,683,2.7k,51,19,34
4822,Greenko Group,3.9,635,3.1k,37,3,101
4823,ValueMomentum,3.4,697,7.5k,64,10,59
4824,Infra.Market,4.2,732,2.2k,43,25,44
4825,Tata Consumer Products,3.9,683,3.6k,51,24,67
4826,Piramal Pharma,4.0,719,4.1k,73,376,105
4827,Indusind Marketing & Financial Services,4.0,652,1.9k,21,--,62
4828,T-SYSTEMS ICT INDIA,3.8,714,6.7k,66,25,97
4829,Bayer Crop Science Vegetable Seeds,4.4,637,620,22,--,7
4830,Precision Techserve,3.8,654,3.1k,34,3,28
4831,NetAmbit,3.4,676,2.7k,63,10,35
4832,Qinecsa Solutions,2.9,662,3.1k,51,15,2
4833,Aristo Pharmaceuticals,4.1,649,2.3k,30,1,65
4834,Adani Green Energy,4.2,701,3.7k,73,--,82
4835,Kalpataru Group,3.9,683,3.7k,42,20,83
4836,SFO Technologies,3.6,643,4k,28,--,66
4837,Future Supply Chain Solutions,4.3,619,2.9k,21,--,92
4838,Rebel Foods,3.8,677,3k,52,20,65
4839,Financial Software & Systems,3.8,640,5.2k,46,7,63
4840,Knorr-Bremse,4.1,673,3.8k,43,13,124
4841,Natco Pharma,4.0,665,3.2k,40,8,90
4842,KEI Industries,4.2,659,3k,46,--,90
4843,Timken,3.9,668,3.7k,38,5,110
4844,Panacea Biotec,3.9,638,2.5k,49,7,101
4845,ffreedom app,3.6,686,1.3k,55,5,3
4846,Godfrey Phillips India,4.0,655,2.8k,27,--,107
4847,National Health Mission,3.7,626,2.1k,23,--,54
4848,Samsung Engineering,4.2,626,2.3k,48,4,119
4849,United Breweries,3.8,658,3.1k,31,--,98
4850,Varroc Polymers,3.9,645,2.9k,36,--,85
4851,Medha Servo Drives,4.2,656,2.5k,58,3,111
4852,SHYAM METALICS AND ENERGY,3.7,699,3.1k,74,5,49
4853,Asirvad Microfinance,4.0,687,1.8k,21,--,60
4854,Franklin Templeton Investments,4.2,644,4.5k,22,54,82
4855,NielsenIQ,3.9,763,4.9k,120,22,66
4856,Samsung Research,3.4,738,6.9k,83,--,166
4857,Atlas Copco,4.3,670,4.1k,63,35,104
4858,Page Industries,4.2,669,3.2k,33,--,83
4859,Defence Research & Development Organisation,4.5,645,3.4k,52,--,90
4860,Lakshmi Machine Works,4.0,683,3.7k,44,1,69
4861,Godrej Agrovet,4.1,671,2.9k,38,2,82
4862,Zydus Wellness,4.1,804,2.1k,61,5,79
4863,Aspire Systems,3.9,724,8.2k,90,50,94
4864,Columbia Asia,4.4,589,2k,19,--,101
4865,THE LEELA PALACES HOTELS & RESORTS,4.0,642,2.4k,26,--,109
4866,Rupeek,3.7,706,3.1k,48,8,55
4867,Westside,4.1,679,1.7k,30,--,78
4868,Aparna Constructions and Estates,4.1,679,3.1k,75,52,96
4869,HT Media,3.3,674,4.7k,40,20,89
4870,Sykes Business Services Of India,3.4,668,2.8k,51,17,221
4871,Sandhar Technologies,3.8,661,3.3k,40,5,80
4872,Parekh Integrated Services,4.1,658,2.6k,27,9,94
4873,Bechtel,4.1,643,2.9k,56,34,94
4874,Allianz Technology,4.2,717,6.2k,56,--,122
4875,Kohler,3.9,692,4k,42,56,84
4876,Duck Creek Technologies,4.5,679,1.1k,8,16,414
4877,Star Cement,4.0,672,2.8k,55,--,91
4878,Greaves Cotton,4.1,650,2.8k,19,10,98
4879,Vedanta Resources,3.9,688,5.1k,84,--,101
4880,Willis Towers Watson,3.9,714,6.4k,71,2,103
4881,Pramerica Life Insurance,3.9,689,2.6k,27,78,71
4882,Vertiv,4.0,688,3.2k,40,99,12
4883,Bank of India,4.0,687,2.6k,41,--,93
4884,Aarvi Encon,4.1,683,2.5k,53,--,68
4885,Aviva Life Insurance India,3.6,676,2.6k,23,9,63
4886,Alok Industries,3.8,664,3k,33,1,85
4887,Huhtamaki,3.9,655,2.7k,17,16,89
4888,Meril,3.9,705,3.6k,43,43,76
4889,Shriram General Insurance,3.6,684,2.9k,27,4,54
4890,Suzuki Motorcycle,4.1,684,3.6k,27,--,93
4891,Everest Industries,4.1,686,2.8k,36,21,90
4892,Gharda Chemicals,4.2,674,3.8k,43,5,110
4893,Grant Thornton,3.7,708,8.5k,85,70,87
4894,Napino Auto & Electronics,4.1,683,3.5k,40,--,81
4895,Centum Electronics,3.9,671,3.7k,20,12,115
4896,Dunzo,3.5,707,3.3k,66,4,28
4897,DLF,4.1,689,3.6k,66,3,72
4898,Digit Insurance,3.9,732,3.6k,64,26,105
4899,Marks & Spencer,4.0,685,2.7k,25,15,122
4900,Ford Business Solutions,4.5,726,3.3k,37,164,33
4901,SBFC Finance,3.8,754,2.4k,41,29,52
4902,TNQ Technologies,3.7,717,3.6k,45,7,83
4903,Skill Lync,3.2,733,3.4k,85,1,32
4904,Thomas Cook,3.9,687,4k,37,--,92
4905,Otis Elevator,4.0,704,3.5k,38,91,91
4906,Wheels,4.1,697,4.7k,49,2,84
4907,Neel Metal Products,4.1,671,2.8k,31,--,72
4908,Amara Raja Group,4.2,711,3.2k,63,2,110
4909,C.R.I. Pumps,3.9,670,2.8k,23,17,79
4910,Indira IVF Hospital,3.9,716,2.4k,39,91,79
4911,Centre for Development of Advanced Computing,3.9,723,5.2k,69,--,63
4912,Schaeffler India,4.2,708,4.3k,40,--,116
4913,GVPR Engineers,4.0,698,2.7k,50,7,146
4914,Yashoda Hospitals,3.9,659,3.2k,32,63,86
4915,Federal Bank,3.9,718,4.3k,112,--,74
4916,Quest Retail Private Limited,4.5,701,807,9,1,248
4917,Test Yantra Software Solutions,3.3,729,20.8k,96,--,138
4918,Toppr,3.4,679,4.3k,70,3,98
4919,Leadec India,4.0,668,3k,54,40,91
4920,HFCL,4.2,727,3.5k,47,4,90
4921,Vedanta Aluminium,3.9,747,4.1k,39,--,119
4922,Fluor Corporation,4.3,642,1.9k,18,1,12
4923,Prodapt,3.8,771,7.3k,75,21,83
4924,C&S Electric,4.0,710,3.5k,38,16,97
4925,Webhelp,3.7,764,4.9k,56,--,99
4926,ICICI Prudential Mutual Fund,3.8,751,4.8k,53,--,87
4927,SitusAMC,3.3,741,4.3k,55,23,47
4928,CADD Centre Training Services,4.1,670,2.5k,26,19,95
4929,Zoho,4.3,816,7k,328,--,132
4930,Pernod Ricard,3.9,727,3.9k,38,2,117
4931,Future Focus Infotech,3.6,701,4.6k,44,--,50
4932,Metropolis Healthcare,4.1,693,3k,41,10,73
4933,Uber,4.2,739,7.1k,121,--,107
4934,Patra Corporation,3.8,726,3.6k,59,2,83
4935,Troikaa Pharmaceuticals,3.7,715,3k,48,49,86
4936,Mu Sigma,2.8,798,6.7k,165,1,126
4937,Better.com,3.0,725,3.9k,49,29,123
4938,Air India Sats Airport Services,3.8,712,2.1k,47,2,69
4939,Orion Edutech,3.2,685,2k,18,--,78
4940,Mahindra First Choice Wheels,3.8,737,3.3k,34,1,79
4941,Air India,4.1,763,3.6k,83,16,126
4942,SLK Global Services,3.8,719,3.5k,27,--,102
4943,Egis  India Consulting Engineers,4.1,715,2.5k,47,2,104
4944,AstraZeneca,4.2,746,6k,35,6,169
4945,Perfetti Van Melle,4.4,734,2.6k,22,6,--
