,Name,Rating,Reviews,Salary,Interviews,Jobs,Benefits
4946,Nirma,4.3,708,3k,35,--,126
4947,MakeMyTrip,3.7,757,6.5k,90,32,100
4948,KIMS Hospital,4.1,744,2.9k,26,3,79
4949,Next Education India,3.7,731,3.1k,37,133,126
4950,VeeTechnologies,3.8,753,4.3k,64,92,81
4951,Pacific BPO,3.5,778,3.8k,54,41,76
4952,LOREAL,4.1,741,3.5k,51,21,107
4953,Caratlane Trading,4.3,773,2k,41,15,92
4954,Hikal,4.0,732,4k,53,36,90
4955,MAHLE ANAND Filter Systems,4.2,722,3.1k,27,--,122
4956,Teva Pharmaceuticals,4.2,744,4k,54,15,141
4957,INDO-MIM,4.3,713,3.6k,43,23,122
4958,Capital Numbers Infotech,4.7,756,963,26,1,106
4959,Birla Corporation,4.2,738,3.3k,48,--,88
4960,H.G. Infra Engineering,4.4,789,2.4k,64,5,92
4961,Ahluwalia Contracts India,4.1,749,2.9k,38,9,73
4962,Kinara Capital,4.5,816,1.8k,55,40,156
4963,Pricol,4.0,742,4k,35,10,97
4964,Dassault Systemes,4.0,798,6k,117,--,148
4965,PayPal,3.9,813,7.5k,164,79,127
4966,Orchids International School,3.1,780,3.3k,80,--,55
4967,Nilkamal,3.9,763,3.2k,43,7,87
4968,Tata Chemicals,4.2,708,2.7k,52,36,142
4969,Sundaram Clayton,4.1,741,3k,22,--,97
4970,Shalby Hospitals,4.6,795,1.9k,28,16,56
4971,CALIBEHR,4.1,758,2.6k,53,--,62
4972,VIP Industries,4.0,743,3.1k,29,9,93
4973,Incedo,3.4,790,8k,128,22,121
4974,FLSmidth,3.7,756,4.4k,29,13,115
4975,JTEKT,4.2,763,3.7k,53,--,99
4976,Gmmco,4.2,743,2.6k,30,14,117
4977,Visionet Systems,3.2,755,5.3k,54,14,93
4978,Fusion Microfinance,4.1,770,2.4k,33,9,76
4979,eClinicalWorks,3.8,766,4.9k,49,8,173
4980,Reliance AJIO,3.8,800,2.6k,61,--,103
4981,United Alliance Technology,4.9,777,33,5,--,99
4982,TK Elevator,4.0,744,3.6k,44,1,102
4983,Aditya Birla Finance,3.9,816,4.6k,36,--,53
4984,TradeIndia (Infocom Network Private Limited),3.4,769,4.5k,60,24,--
4985,Pizza Hut,4.0,756,2k,36,--,85
4986,Bosch Chassis Systems,4.2,711,2.7k,34,--,122
4987,Feedback Infrastructure Services,3.5,735,2.9k,35,--,93
4988,Apotex Research,4.2,728,2.6k,21,14,114
4989,Imperial Auto Industries,3.8,767,4.1k,46,5,71
4990,Rashmi Metaliks,3.6,770,3.7k,63,1,70
4991,Secure Meters,4.1,755,4k,55,61,108
4992,Spandana Sphoorty Financial,3.7,754,2.2k,31,11,80
4993,Syngenta,4.2,780,3.2k,48,51,93
4994,Kirloskar Brothers,4.0,768,4k,54,9,103
4995,Diageo,4.1,784,5.5k,54,3,109
4996,Sundaram Finance,4.2,764,2.8k,28,15,89
4997,Colgate Palmolive,4.2,750,3.8k,57,3,123
4998,Fidelity Investments,4.3,822,8.1k,69,2,176
4999,Genius Consultants,3.8,770,3.7k,40,--,77
5000,ThyssenKrupp Industries India,4.2,782,4.3k,51,--,93
5001,Nykaa,3.5,833,5.2k,86,7,62
5002,Kotak Mahindra Prime,4.0,811,4k,41,--,69
5003,GEP Worldwide,3.8,863,7.3k,97,3,134
5004,Hindustan Zinc,3.9,782,4.3k,40,--,107
5005,Happiest Minds Technologies,3.8,828,9.4k,93,--,97
5006,Qualcomm,4.0,826,10.9k,216,620,156
5007,TEKsystems,3.5,813,8.7k,85,10,86
5008,More Supermarket,3.8,807,3.2k,57,--,59
5009,CarDekho,3.7,797,4.4k,57,120,113
5010,Dana Anand,4.1,775,2.8k,38,--,132
5011,ZF Steering Gear,3.8,774,5.6k,32,19,104
5012,Hathway,3.7,761,3.6k,37,7,79
5013,CenturyPly,3.9,784,3.5k,52,8,57
5014,Colliers International,4.0,786,4.1k,51,14,81
5015,Intex Technologies,3.7,728,1.7k,14,2,100
5016,Acuity Knowledge Partners,3.5,834,8.3k,108,91,88
5017,Stanza Living,3.1,806,3.3k,74,43,62
5018,Karur Vysya Bank,3.7,792,3.7k,52,50,61
5019,Tube Investments of India,4.0,757,2.9k,35,32,60
5020,Chetu,3.3,860,7.4k,141,3,122
5021,Evision Technoserve,4.7,809,222,15,--,41
5022,Nippon Paint India,4.0,848,3.5k,44,2,91
5023,MedPlus,3.6,830,3.3k,60,10,61
5024,OM Logistics,4.0,795,3.1k,50,12,103
5025,Aerial Telecom Solutions,4.4,807,1.8k,34,69,35
5026,Lemon Tree Hotels,4.2,749,2.6k,37,--,144
5027,Power Grid Corporation of India,4.4,804,2k,54,--,83
5028,Pristyn Care,3.7,866,3.6k,63,22,174
5029,1point1 Solutions,3.4,796,3k,62,57,90
5030,Vertex Customer Solutions,3.6,709,1.5k,9,--,89
5031,Vistaar Finance,4.2,783,2k,23,--,137
5032,Provana,3.7,832,3.1k,52,18,271
5033,Hyundai Mobis,3.9,800,4.6k,51,9,143
5034,V2 Retail,3.5,770,2.2k,47,1,90
5035,Ceasefire Industries,3.3,794,2.9k,78,5,77
5036,Capacit'e Infraprojects,3.6,710,3.2k,48,5,67
5037,TechnipFMC,4.0,775,5.1k,60,--,112
5038,Unicharm,4.2,775,2.4k,44,3,113
5039,Brillio,3.5,837,8.9k,97,47,85
5040,Ion Exchange India,3.9,837,4.2k,50,12,91
5041,Parexel International,4.0,815,5.4k,66,--,130
5042,Onward Technologies Inc,3.2,811,5.5k,60,72,47
5043,BGR Energy Systems,3.8,808,3.9k,40,--,124
5044,Jubilant Pharmova,4.0,781,3.8k,54,53,117
5045,Aarvee Associates,4.0,817,3k,60,56,105
5046,Barbeque Nation,4.0,813,2.5k,28,11,121
5047,NTT DATA Business Solutions,3.8,898,9k,59,--,18
5048,DCM Shriram,4.3,828,4.1k,65,6,130
5049,Volkswagen,4.2,756,3.3k,34,1,104
5050,Novo Nordisk,4.1,840,5.1k,70,118,138
5051,Muthoot Microfin,4.5,829,2.1k,25,9,67
5052,Rockman Industries,3.9,814,3.6k,68,15,104
5053,ReNew,4.3,877,4.3k,66,72,101
5054,Intel,4.3,860,7.9k,177,141,102
5055,Jacobs Engineering Group,4.0,821,4.6k,59,31,98
5056,The Ramco Cements,4.3,820,3.4k,40,--,101
5057,XcelServ Solutions,4.6,814,487,8,--,28
5058,Edelweiss Tokio Life Insurance,3.9,808,3.7k,36,28,94
5059,Softenger,4.3,822,2.4k,41,1,169
5060,iQor Global Services,3.6,777,2.5k,22,20,116
5061,Atos Global IT Solutions And Services,4.0,844,7.9k,69,34,107
5062,OpenText Technologies,3.8,886,9.5k,121,36,111
5063,Airtel Payments Bank,4.1,874,4k,59,6,116
5064,Strides Pharma,3.9,809,3.9k,50,4,150
5065,Arvind Lifestyle Brands,4.1,800,2k,10,1,4
5066,Bajaj Housing Finance,3.8,867,4.8k,48,24,62
5067,JK Lakshmi Cement,3.9,832,3.3k,49,--,100
5068,Kirloskar Oil Engines,4.2,834,3.6k,40,8,107
5069,Mando Automotive,3.9,808,4.6k,45,--,129
5070,Sunknowledge Services,3.9,893,2.6k,56,6,230
5071,iMerit,3.7,874,4.1k,79,19,104
5072,MDIndia Health Insurance TPA,3.8,826,3.3k,51,15,90
5073,PNC Infratech,4.0,825,3.1k,49,6,81
5074,Sri Chaitanya Educational Institutions,3.8,811,3k,33,2,70
5075,FastInfo,4.3,855,682,23,10,360
5076,Shubham Housing Development Finance,3.9,850,2.8k,29,5,75
5077,Altimetrik,3.8,882,8.8k,155,44,122
5078,V5 Global Services,3.9,862,2.9k,52,--,76
5079,Kendriya Vidyalaya Sangathan,4.4,786,1.7k,71,--,63
5080,Siemens Gamesa Renewable Power Private Limited,4.1,826,4.9k,46,42,108
5081,R Systems International,3.3,891,7.1k,94,21,118
5082,Hinduja Leyland Finance,4.0,906,2.4k,23,--,74
5083,GAO Tek,4.5,1.1k,161,59,45,55
5084,Hatsun Agro Product,4.0,872,4.1k,58,25,110
5085,Shriram Life Insurance,3.8,872,3.5k,56,16,83
5086,Urban Company,3.5,907,4.5k,106,53,113
5087,Coca-Cola Company,4.3,843,2.9k,78,--,104
5088,Tikona Infinet,3.6,806,3k,26,--,90
5089,Nasser S. Al Hajri Corporation,3.6,782,2k,23,--,108
5090,Viraj Profiles,3.9,820,4.1k,64,4,157
5091,Serco,4.4,800,1.5k,31,--,142
5092,Nielsen,3.8,835,5.4k,82,--,132
5093,HPCL-Mittal Energy Limited,4.3,811,4.3k,30,--,122
5094,Episource,3.8,859,3.6k,210,2,84
5095,Decathlon,3.9,883,3.5k,76,--,117
5096,Thyrocare Technologies,3.6,866,4.1k,57,4,97
5097,Podar International School,4.3,861,2.8k,55,--,121
5098,Amazon Logistics,4.3,887,3.4k,66,--,87
5099,RBL FinServe,4.1,848,2.7k,42,--,83
5100,TUV SUD,3.9,899,3.6k,48,28,98
5101,Godrej Consumer Products,4.2,866,4.2k,38,--,126
5102,Automotive Manufacturers,4.2,865,5.7k,71,50,79
5103,Gannon Dunkerley & Co.,3.8,817,2.2k,29,4,118
5104,IIFL SAMASTA,4.1,912,2.4k,47,9,22
5105,Mondelez International,4.4,895,4.2k,45,48,136
5106,Capri Global Capital,3.7,923,3.3k,44,21,41
5107,Worley,4.1,898,6k,88,150,127
5108,JSW Cement,4.1,885,3.8k,87,--,111
5109,Sahara India Pariwar,3.8,870,2.6k,23,--,109
5110,Apexon,3.4,891,7.9k,89,54,27
5111,Adobe,4.1,924,10.7k,200,6,177
5112,Slk Software Services,3.5,887,8.5k,71,72,99
5113,Spencer's Retail,3.9,853,2.9k,37,8,100
5114,Karma Ayurveda,4.5,880,390,4,--,33
5115,Punj Lloyd,4.4,775,1.9k,16,--,141
5116,Dhoot Transmission,3.7,848,3.9k,50,8,116
5117,Sonata Software,3.6,888,10.5k,94,20,89
5118,Petrofac,4.3,822,2.7k,37,14,116
5119,Morningstar,3.9,928,7.6k,210,118,126
5120,Kantar,3.6,947,5.9k,88,9,82
5121,Johnson Lifts,4.0,854,3.5k,33,2,95
5122,Continental Automotive Components,4.2,931,8.4k,57,10,143
5123,CSB Bank,3.4,956,5.3k,59,13,46
5124,Eaton Corporation,4.0,901,6.8k,94,66,135
5125,AIIMS,4.2,891,4.2k,42,--,69
5126,Consolidated Contractors,4.5,795,1.4k,27,--,170
5127,Wind World,3.9,876,3.2k,66,3,122
5128,Bajaj Motors,3.9,853,3.3k,43,--,120
5129,PharmEasy,3.8,914,4.7k,68,6,96
5130,Piaggio,3.7,860,3.8k,46,5,129
5131,Godrej Properties,3.7,951,6k,69,65,112
5132,Mahindra CIE Automotive,3.8,853,3.9k,57,52,92
5133,Bharat Sanchar Nigam,4.0,844,2.7k,32,2,104
5134,TE Connectivity,4.1,903,6k,54,45,161
5135,PNB Housing Finance,3.8,895,3.9k,37,6,90
5136,Intertek,3.8,881,3.8k,37,31,116
5137,Jaquar,4.1,915,4.1k,46,--,123
5138,JW Marriott,4.1,842,2.2k,35,--,162
5139,Zf Rane Automotive,4.1,839,3.7k,45,--,139
5140,EOSGlobe,3.1,954,3.4k,67,30,92
5141,Altisource,3.6,885,4.8k,36,79,144
5142,FOCUS EDUMATICS,3.4,962,2.6k,109,--,46
5143,Amara Raja Energy & Mobility,4.2,963,3.6k,52,47,122
5144,Tata AutoComp Systems,3.9,940,5.3k,73,16,109
5145,iSON Xperiences,3.6,936,3.1k,55,12,95
5146,Luminous Power Technologies,4.1,908,3.3k,57,25,126
5147,Indegene,3.6,960,7.8k,133,16,130
5148,Wistron,3.9,952,5.2k,78,2,150
5149,CreditAccess Grameen,4.3,913,2.3k,30,9,71
5150,TELUS International Philippines,3.8,957,7.5k,76,39,44
5151,Infogain,3.6,942,10.2k,94,43,142
5152,Patanjali Foods,4.0,912,3.1k,44,20,109
5153,GAIL,4.5,868,3.1k,69,--,93
5154,Medhaj Techno Concept,4.2,913,2.1k,44,3,168
5155,Tenneco,3.8,905,4.5k,51,2,127
5156,Jio Platforms,3.6,1k,7.7k,149,2,71
5157,IndiaFirst Life Insurance,4.1,946,3.4k,49,--,104
5158,Infinx,3.6,934,4.2k,86,30,78
5159,Videocon d2h,3.9,811,1.4k,22,--,105
5160,Apco Infratech,3.9,912,3.7k,92,11,112
5161,ManpowerGroup,3.9,939,4.8k,41,24,81
5162,SAI Life Sciences,3.9,961,5k,68,13,134
5163,Tata 1mg,3.7,986,5.2k,117,47,107
5164,Clover Infotech,3.6,962,10k,81,76,99
5165,Shriram Pistons & Rings,4.1,892,4.3k,54,1,142
5166,ANZ Banking Group,4.2,910,7.4k,72,12,115
5167,QualityKiosk Technologies,3.7,956,9.3k,110,56,109
5168,Gujarat Fluorochemicals,4.1,933,5.1k,61,--,149
5169,Dixon Technologies,4.1,928,4.5k,86,3,122
5170,Schindler,4.0,962,4.1k,59,19,122
5171,Fresenius Kabi,4.2,923,4.3k,35,6,124
5172,Atul,3.9,914,4.7k,67,2,121
5173,Nexa,4.1,856,2.7k,29,--,77
5174,Vibgyor High School,3.8,943,3.9k,56,139,112
5175,The Jaypee Group,3.9,925,3.5k,37,--,115
5176,K12 Techno Services,3.1,1k,4.3k,109,15,70
5177,Vestas,4.3,926,4.9k,69,9,144
5178,Amneal Pharmaceuticals,4.3,915,5k,56,31,148
5179,Hitachi Astemo,4.1,963,4.3k,91,--,138
5180,Paytm Payments Bank,3.9,1.1k,6.1k,117,5,120
5181,Tietoevry,4.2,987,9k,69,33,128
5182,BVG India,4.0,946,3.5k,37,16,101
5183,Health Care Global Enterprises,4.2,982,2.5k,47,30,30
5184,Best Sellers,4.2,923,2.9k,25,4,134
5185,Goldman Sachs,3.6,1k,15.6k,340,1,115
5186,Suryoday Small Finance Bank,4.1,965,4k,62,25,87
5187,VMware Software,4.5,1k,10.2k,135,54,142
5188,Sheenlac Paints,4.6,1.1k,1.3k,149,3,57
5189,Burger King,3.9,966,3.3k,60,12,137
5190,DISH TV,3.6,927,3.3k,46,2,101
5191,AGS Transact Technologies,3.4,944,4.1k,27,17,132
5192,SKF,4.0,929,4.2k,53,30,161
5193,Foxconn,4.1,1k,8.1k,106,17,212
5194,Oil And Natural Gas Corporation,4.4,933,3.3k,62,--,146
5195,Fidelity National Financial,3.8,943,5.9k,46,2,161
5196,Wheelseye Technology,3.7,969,3.2k,73,27,104
5197,DENSO,4.2,925,3.7k,59,1,192
5198,Sansera Engineering,4.2,940,4.5k,60,9,117
5199,Xyz Company,3.8,1.1k,28.1k,308,2,76
5200,Physicswallah,3.8,1.2k,3.8k,137,79,28
5201,Newgen Software Technologies,3.6,1.1k,10.2k,148,36,167
5202,CorroHealth,3.4,1k,4.6k,107,15,15
5203,Tanishq,4.5,1k,2.7k,55,--,70
5204,Synchrony,4.4,996,5.1k,59,7,205
5205,Aircel,4.5,895,1.7k,6,--,154
5206,Iffco Tokio General Insurance Co.,4.1,957,3.8k,35,9,118
5207,Punjab National Bank,4.1,948,2.8k,35,--,98
5208,Jakson Group,4.4,993,3.2k,64,12,106
5209,Iksula,3.8,920,3.3k,26,4,113
5210,Fino Payments Bank,3.9,957,3.7k,42,9,98
5211,Northern Trust Operating Services,4.1,981,7.9k,89,54,227
5212,LivSpace,3.6,1.1k,6.7k,110,46,108
5213,SYSKA LED Lights,2.9,968,2.6k,53,--,87
5214,ECIL,4.2,942,3.5k,41,--,110
5215,Saipem,4.1,935,3.2k,39,3,154
5216,Devyani International,3.9,983,3.2k,36,41,127
5217,Valeo,4.1,1k,7.2k,76,74,141
5218,Aditya Birla Health Insurance Co,3.9,1k,5.7k,72,1,93
5219,FDC,4.1,958,3.3k,44,2,94
5220,Unisys,3.7,1k,9.9k,59,1,157
5221,Evalueserve,3.4,1k,9.9k,83,43,145
5222,AB InBev India,3.5,1.1k,6.8k,70,12,164
5223,NSE.IT,3.6,1k,5.8k,105,11,123
5224,GE Vernova,4.2,1k,4.4k,67,--,10
5225,Sharekhan,4.0,1k,4.9k,65,27,119
5226,Steel Strips Wheels,3.8,995,5.2k,58,5,132
5227,Xiaomi,3.9,1k,5.4k,77,--,136
5228,Edelweiss,3.8,1k,7.5k,55,6,133
5229,Vfs Global Services,3.7,979,4k,49,2,125
5230,Lumax Industries,4.0,1k,5.4k,58,6,132
5231,Amity University,3.6,1k,4.7k,84,188,127
5232,Sagility,3.9,1.2k,5.5k,106,46,49
5233,IFB,3.7,1.1k,4.7k,77,3,67
5234,Pine Labs,3.6,1.1k,5.7k,74,15,122
5235,Unichem Laboratories,3.9,1k,4.9k,76,37,136
5236,Bisleri,4.2,1k,3.8k,72,17,152
5237,NEC,4.6,1.1k,3.8k,44,16,142
5238,Indoco Remedies,3.7,1k,5.2k,57,3,118
5239,Cinépolis,4.0,979,2.9k,44,8,154
5240,Shadowfax Technologies,3.6,1.1k,5.2k,95,29,84
5241,Granules India,3.9,1.1k,5.2k,59,5,172
5242,Ocwen Financial Solutions,4.1,1k,5.4k,44,8,174
5243,Heritage Foods,4.1,1k,3.4k,70,26,144
5244,GMR Group,4.1,1.1k,4.3k,62,--,188
5245,Aptara,3.3,1k,6k,58,13,118
5246,Sanofi,4.4,1k,4k,59,170,155
5247,HighRadius,3.1,1.2k,6.7k,147,24,99
5248,GE,4.3,1k,8.4k,92,33,214
5249,Compass Group Support Services,4.2,1k,4.7k,45,18,148
5250,Adani Ports and SEZ,3.9,1k,4.7k,58,--,144
5251,MiraMed Ajuba,4.0,1k,4.4k,52,--,154
5252,EPAM Systems,3.8,1.1k,12.7k,337,56,147
5253,Bharat Forge,3.9,1k,5.6k,47,6,124
5254,Spicejet,3.6,1k,5.2k,86,18,160
5255,Canara Bank,3.4,1k,3.5k,50,--,99
5256,Spinny,3.8,1.1k,5.3k,139,58,109
5257,Caterpillar Inc,4.2,1.1k,8.4k,140,32,146
5258,Bharat FIH,4.0,1k,3.4k,65,27,58
5259,Broadridge Financial Solutions,4.0,1.1k,9.9k,99,89,145
5260,Daimler India Commercial Vehicles,4.1,1.1k,6.4k,53,1,188
5261,Cushman & Wakefield,4.2,1.1k,5.3k,64,59,139
5262,Gland Pharma,3.7,1.1k,5.9k,66,9,137
5263,VLCC,3.6,1k,3.3k,36,16,101
5264,Redcliffe Labs,4.4,1.1k,1.3k,40,3,60
5265,Chandigarh University,4.4,1.1k,2.3k,58,5,110
5266,Supreme Industries,4.2,1.1k,5k,60,3,120
5267,Panasonic,4.1,1k,5.3k,40,--,150
5268,Lavender Technology,5.0,1.1k,7,3,--,75
5269,Asahi India Glass,3.9,1k,4.6k,64,6,142
5270,Ashoka Buildcon,4.1,1k,3.9k,51,6,129
5271,ITD Cementation India,4.3,1k,3.8k,51,4,145
5272,JioMart,3.9,1.1k,3.7k,84,--,78
5273,Jindal X,3.5,1.1k,2.8k,91,18,166
5274,TCS iON,3.9,1.1k,4.7k,271,--,191
5275,Annapurna Finance,4.1,1k,3.2k,52,12,128
5276,Sysnet Global Technologies,3.7,1k,3.7k,57,2,86
5277,NeoSOFT,4.0,1.4k,8.8k,187,53,162
5278,Aye Finance,4.2,1.1k,2.9k,50,69,121
5279,Godrej Group,4.0,1.1k,2.9k,99,3,166
5280,Bajaj Capital,3.9,1.1k,3.5k,68,37,111
5281,Welspun,4.0,1.1k,4.5k,59,3,157
5282,Manipal Hospitals,4.2,1.2k,5k,64,64,138
5283,Oracle Financial Services Software,3.7,1.1k,12.5k,127,--,200
5284,Pantaloons,4.2,1.1k,2.9k,52,--,133
5285,Satin Creditcare Network,4.1,1.1k,3.2k,46,13,134
5286,SRL Diagnostics,4.1,1.1k,3.4k,53,--,135
5287,Inox Leisure,4.1,1.1k,3.8k,50,2,153
5288,Nayara Energy,4.2,1.1k,5.5k,73,--,177
5289,ISS Facility Services,4.2,1.1k,3.8k,43,33,136
5290,Biocon Limited,3.9,1.2k,11k,122,52,15
5291,ZF Commercial Vehicle Control Systems,4.0,1k,2.7k,33,--,21
5292,Akzo Nobel India,4.2,1.1k,3.8k,50,8,141
5293,Adani Group,4.0,1.2k,7.8k,145,125,114
5294,TTEC India,3.8,1.1k,4.2k,112,3,161
5295,J. Kumar Infraprojects,4.1,1.1k,4.4k,55,4,122
5296,Fabindia,4.0,1k,4.1k,43,4,126
5297,Barclays Shared Services,4.1,1k,6.2k,26,21,193
5298,Collabera Technologies,3.5,1.1k,7.9k,122,10,114
5299,ICICI Home Finance,3.7,1.1k,4.2k,60,6,91
5300,Ola Electric Mobility,3.3,1.2k,6.5k,171,1,80
5301,TaskUs,3.5,1.2k,5.8k,145,114,128
5302,Altruist Technologies,3.2,1.2k,6.5k,106,11,84
5303,Tata Advanced Systems,3.8,1.4k,9.1k,106,7,146
5304,FedEx Express,4.2,1.1k,4.1k,71,15,195
5305,Iris Software,4.2,1.2k,6.7k,96,27,288
5306,Polycab Wires,4.1,1.2k,5.8k,74,4,94
5307,Veritas Finance,4.7,1.2k,1.7k,63,--,42
5308,L.G.Balakrishnan & Bros,3.7,1.1k,5.3k,53,--,133
5309,Marico,4.1,1.1k,5.1k,70,16,167
5310,Suguna Foods,4.1,1.1k,3.6k,62,19,141
5311,HTC Global Services,3.6,1.2k,11k,109,68,116
5312,iOPEX Technologies,3.7,1.2k,4.6k,53,9,572
5313,NIIT,3.7,1.2k,6.2k,68,45,168
5314,Infinite Computer Solutions,3.5,1.2k,11.5k,111,257,110
5315,Hero Motors Company,4.1,1.1k,5.3k,69,1,128
5316,Muthoot Group,3.5,1.1k,3.8k,59,--,232
5317,Krishna Maruti,4.0,1.1k,4.9k,79,3,134
5318,Sony,4.3,1.1k,4.4k,54,104,193
5319,Jet Airways,4.6,1k,4k,23,--,183
5320,Oracle Cerner,3.7,1.2k,11.5k,137,--,269
5321,Emami,4.0,1.2k,4.8k,72,12,136
5322,Belrise Industries,3.8,1.2k,6.2k,75,3,103
5323,Aon,3.9,1.1k,5.5k,48,9,212
5324,IDC Technologies,3.3,1.2k,7.6k,56,19,51
5325,Bata,3.9,1.2k,3.8k,52,--,121
5326,Exotic Learning,4.5,1.2k,372,43,--,183
5327,Fusion CX,3.1,1.2k,3.9k,86,6,102
5328,Dell EMC,4.2,1.1k,11.2k,56,--,201
5329,Hindustan Construction Company,4.2,1k,3.6k,69,4,164
5330,Toyota Kirloskar Motor,4.4,1.1k,3.8k,41,--,173
5331,Marriott International,4.3,1.1k,4.8k,65,533,186
5332,Tata Power,4.0,1.2k,6.6k,137,1,150
5333,KFC,4.2,1.2k,2.8k,51,--,157
5334,Mercer,3.8,1.2k,9.4k,68,19,251
5335,Tesco,3.9,1.2k,8k,82,82,199
5336,Narayana Educational Society,3.7,1.1k,4k,48,3,121
5337,Trident Group,3.4,1.2k,5k,78,8,133
5338,Faurecia,4.0,1.1k,6.4k,53,26,203
5339,Trent,4.1,1.2k,3.8k,63,12,136
5340,Nuvoco Vistas,4.2,1.2k,5.6k,76,1,134
5341,Tata Group,4.3,1.2k,5.6k,348,--,116
5342,Photon Interactive,4.0,1.4k,6.7k,78,355,168
5343,CG Power and Industrial Solutions,3.9,1.2k,6.1k,65,4,226
5344,UBS,3.9,1.3k,14.1k,158,--,147
5345,HDFC Securities,3.7,1.2k,5.5k,92,35,139
5346,Medanta the Medicity,4.1,1.2k,4.4k,76,61,154
5347,Relaxo Footwear,4.3,1.2k,3.9k,67,30,149
5348,Piramal Group,4.0,1.1k,4.6k,56,39,193
5349,Orange Business,4.3,1.2k,8.8k,86,131,251
5350,Hindustan Petroleum,4.3,1.2k,5.3k,80,--,153
5351,Aadhar Housing Finance,4.2,1.2k,4k,59,5,105
5352,BNP Paribas,3.9,1.3k,13.6k,144,2,191
5353,FirstCry,3.8,1.3k,7.2k,136,10,87
5354,Morgan Stanley,3.7,1.3k,19.9k,259,87,168
5355,First American Corporation,3.8,1.2k,8.1k,64,31,163
5356,NextComm Corporation,4.9,1.2k,22,5,21,43
5357,Biocon Biologics,3.7,1.3k,5.3k,79,--,369
5358,Aforeserve,3.4,1.2k,3.9k,49,22,90
5359,Security and Intelligence Services (India),4.1,1.2k,3.9k,45,28,142
5360,Haier Appliances India,4.1,1.3k,5.9k,107,--,184
5361,Johnson & Johnson,4.2,1.2k,5.8k,78,4,196
5362,Sigma Electric Manufacturing Corporation,4.0,1.1k,3.8k,58,8,221
5363,Paisabazaar.com,3.6,1.3k,6.1k,120,47,106
5364,Jindal Saw,4.0,1.2k,5.5k,93,29,199
5365,Credit Suisse,4.3,1.3k,15.8k,142,--,178
5366,Arvind Group,4.1,1.2k,5.9k,50,37,301
5367,Max Fashion,4.2,1.2k,3.4k,54,--,178
5368,Verizon,4.1,1.3k,10.6k,84,47,214
5369,Tata Communications Transformation Services,4.1,1.2k,8.3k,71,--,178
5370,Hyatt Regency,4.2,1.2k,3.4k,37,--,200
5371,Daikin,4.2,1.3k,5.9k,109,--,148
5372,Star Union Dai-ichi Life Insurance,3.9,1.3k,4.9k,68,34,100
5373,V-Guard Industries,4.4,1.2k,3.7k,44,12,273
5374,Medi Assist India,3.7,1.2k,6k,88,26,143
5375,DHL Express,4.1,1.2k,5.8k,50,2,180
5376,Globiva,3.2,1.3k,4.2k,85,10,95
5377,Haldiram Foods,4.0,1.4k,5.8k,103,17,106
5378,Exela Technologies,3.5,1.2k,7.5k,67,--,80
5379,FactSet,4.0,1.2k,9.3k,156,33,213
5380,XL Dynamics,3.2,1.3k,3.9k,100,--,213
5381,Yamaha Motor,4.2,1.3k,5.4k,48,29,190
5382,Cavinkare,4.0,1.3k,4.7k,42,6,147
5383,USHA International,4.2,1.3k,4.6k,72,21,163
5384,Team Computers,3.7,1.3k,7.3k,77,99,122
5385,HERE Technologies,3.9,1.3k,7.6k,64,10,297
5386,Mercedes-Benz Research & Development India,4.0,1.3k,15.3k,163,177,229
5387,NTPC,4.3,1.3k,3.7k,139,--,186
5388,KONE,4.3,1.3k,5.2k,85,20,199
5389,Isgec Heavy Engineering,3.9,1.2k,6.3k,95,24,144
5390,DHL Supply Chain,4.3,1.3k,5.2k,71,18,148
5391,Torrent Power,3.8,1.3k,6.4k,105,36,167
5392,PI Industries,4.1,1.3k,6.1k,89,18,176
5393,Mother Dairy Fruit & Vegetable,4.2,1.2k,4.6k,65,--,159
5394,Honda Cars,4.4,1.3k,6k,70,--,202
5395,Oberoi Group of Hotels,4.2,1.2k,4k,80,--,231
5396,Honeywell Technology Solutions,3.9,1.3k,12.3k,119,--,216
5397,DIVI'S Laboratories,3.9,1.3k,6k,67,--,182
5398,Chegg,4.2,1.3k,3.5k,138,7,95
5399,Saint-Gobain,4.0,1.3k,8.9k,150,45,259
5400,Allstate,3.9,1.4k,10.7k,107,--,210
5401,Panasonic Life Solutions India,4.1,1.3k,5.3k,53,9,108
5402,SBI Securities,3.9,1.4k,5.5k,121,144,110
5403,Amazon Transportation Services,4.1,1.3k,4.3k,131,--,260
5404,R.R. Donnelley,4.0,1.3k,9.6k,87,16,293
5405,Angel One,3.9,1.3k,6.9k,101,67,162
5406,Metro Cash & Carry,4.2,1.3k,4.7k,46,9,170
5407,PHN Technology,4.6,1.3k,237,22,2,25
5408,Matrimony.com,4.4,1.4k,4.1k,70,48,87
5409,SS&C TECHNOLOGIES,3.5,1.3k,12k,138,90,208
5410,Bharat Financial Inclusion,4.0,1.6k,3.7k,47,9,188
5411,Reckitt Benckiser,4.0,1.3k,5.9k,75,43,181
5412,Bhushan Power & Steel,4.0,1.2k,4.6k,43,--,172
5413,CitiusTech,3.4,1.4k,12.5k,202,9,175
5414,USV,4.1,1.3k,5.1k,66,24,184
5415,Aditya Birla Capital,4.0,1.4k,8.3k,118,5,165
5416,Motherson Automotive Technologies and Engineering,4.0,1.2k,6.3k,93,8,169
5417,Adecco Group,3.8,1.3k,6.2k,75,7,141
